Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..
"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,OECD members,OED,..,..,..,3.22941628373302,3.39020486702237,3.57718388542644,3.58345329046546,3.68551679827153,..,..,..
"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,Other small states,OSS,..,5.87149713252518,5.43181731216087,5.80090924046598,6.30644916219408,7.43696222652091,7.21578021939953,7.35807956698436,..,..,..
"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..
"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..
"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,Pre-demographic dividend,PRE,..,..,..,..,0.422001762921947,0.427181743977998,0.506055772057214,0.551654625003773,..,..,..
"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,Small states,SST,..,4.88018589582989,4.59831848309595,4.88731571287927,5.28700874242547,6.11153400226465,5.95487825379421,6.11562151182769,..,..,..
"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,South Asia,SAS,..,0.131425801346991,0.115054678648214,0.0952522763265427,0.103058833376398,0.11909620994489,0.134340801032354,0.146661241744881,0.153386334812989,0.173890929761468,..
"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,South Asia (IDA & IBRD),TSA,..,0.131425801346991,0.115054678648214,0.0952522763265427,0.103058833376398,0.11909620994489,0.134340801032354,0.146661241744881,0.153386334812989,0.173890929761468,..
"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,Sub-Saharan Africa,SSF,..,..,..,..,..,1.4203675585384,0.654650566687107,0.700653955431712,..,..,..
"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,1.42032568571182,0.654514180997676,0.700382301814703,..,..,..
"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,1.4203675585384,0.654650566687107,0.700653955431712,..,..,..
"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,Upper middle income,UMC,..,3.2533934069094,3.54664381329213,5.00023115622142,5.53217248625275,6.3538214992442,6.04209179921182,6.06498349082585,5.96570491517981,6.27023108368986,..
"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,World,WLD,..,1.96742689908874,2.13467099443912,2.75034078698617,2.87973687188352,3.18292450906325,3.11912827711374,3.1387324591051,3.40976759019092,3.49402956672593,..
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,
Last Updated: 12/22/2022,,,,,,,,,,,,,,
